Batch_reward,Episode_reward,Loss,episode
405.0,81.0,-0.3227323591709137,3380
287.0,57.4,-0.3213828504085541,3385
561.0,112.2,-0.30946630239486694,3390
495.0,99.0,-0.29987454414367676,3395
322.0,64.4,-0.3116146922111511,3400
375.0,75.0,-0.3172515332698822,3405
335.0,67.0,-0.31124642491340637,3410
347.0,69.4,-0.3313350975513458,3415
447.0,89.4,-0.3128863573074341,3420
443.0,88.6,-0.323086678981781,3425
372.0,74.4,-0.33466094732284546,3430
390.0,78.0,-0.32339927554130554,3435
336.0,67.2,-0.341411828994751,3440
371.0,74.2,-0.31383463740348816,3445
224.0,44.8,-0.3281266987323761,3450
512.0,102.4,-0.3126053512096405,3455
410.0,82.0,-0.28869909048080444,3460
401.0,80.2,-0.3258347809314728,3465
398.0,79.6,-0.30318811535835266,3470
367.0,73.4,-0.3302140533924103,3475
470.0,94.0,-0.29585710167884827,3480
406.0,81.2,-0.3037850260734558,3485
333.0,66.6,-0.309684693813324,3490
515.0,103.0,-0.3057820796966553,3495
511.0,102.2,-0.2935052514076233,3500
265.0,53.0,-0.3512534499168396,3505
313.0,62.6,-0.30854520201683044,3510
589.0,117.8,-0.2876599431037903,3515
418.0,83.6,-0.30609408020973206,3520
337.0,67.4,-0.33163246512413025,3525
352.0,70.4,-0.28263986110687256,3530
225.0,45.0,-0.32982054352760315,3535
443.0,88.6,-0.3075873553752899,3540
321.0,64.2,-0.312394380569458,3545
319.0,63.8,-0.30340978503227234,3550
559.0,111.8,-0.29932039976119995,3555
367.0,73.4,-0.32565683126449585,3560
340.0,68.0,-0.3189055323600769,3565
383.0,76.6,-0.3060702681541443,3570
524.0,104.8,-0.2893108129501343,3575
422.0,84.4,-0.31200963258743286,3580
406.0,81.2,-0.3110651969909668,3585
580.0,116.0,-0.3003738820552826,3590
521.0,104.2,-0.28827184438705444,3595
594.0,118.8,-0.2962532043457031,3600
532.0,106.4,-0.2853490114212036,3605
310.0,62.0,-0.32882094383239746,3610
571.0,114.2,-0.29556986689567566,3615
391.0,78.2,-0.30969303846359253,3620
358.0,71.6,-0.35239845514297485,3625
522.0,104.4,-0.2969819903373718,3630
469.0,93.8,-0.278849333524704,3635
408.0,81.6,-0.29693683981895447,3640
615.0,123.0,-0.27214157581329346,3645
516.0,103.2,-0.2786034643650055,3650
476.0,95.2,-0.28871846199035645,3655
524.0,104.8,-0.2695292532444,3660
604.0,120.8,-0.2654711604118347,3665
579.0,115.8,-0.2629389762878418,3670
640.0,128.0,-0.24999983608722687,3675
633.0,126.6,-0.2714177370071411,3680
513.0,102.6,-0.288544237613678,3685
518.0,103.6,-0.2821209132671356,3690
408.0,81.6,-0.2815868556499481,3695
472.0,94.4,-0.29285475611686707,3700
433.0,86.6,-0.28891414403915405,3705
448.0,89.6,-0.283041775226593,3710
417.0,83.4,-0.2867187559604645,3715
427.0,85.4,-0.29195308685302734,3720
453.0,90.6,-0.30142688751220703,3725
456.0,91.2,-0.30443498492240906,3730
443.0,88.6,-0.29843389987945557,3735
491.0,98.2,-0.2915704548358917,3740
444.0,88.8,-0.28764721751213074,3745
406.0,81.2,-0.29444530606269836,3750
564.0,112.8,-0.24998706579208374,3755
535.0,107.0,-0.28250670433044434,3760
426.0,85.2,-0.2872706353664398,3765
451.0,90.2,-0.26859310269355774,3770
559.0,111.8,-0.26078301668167114,3775
483.0,96.6,-0.2515645921230316,3780
500.0,100.0,-0.24650022387504578,3785
585.0,117.0,-0.24152213335037231,3790
463.0,92.6,-0.26292717456817627,3795
483.0,96.6,-0.2518559694290161,3800
499.0,99.8,-0.2348634898662567,3805
550.0,110.0,-0.26576220989227295,3810
700.0,140.0,-0.240694060921669,3815
560.0,112.0,-0.23301252722740173,3820
579.0,115.8,-0.25920626521110535,3825
560.0,112.0,-0.2541171908378601,3830
598.0,119.6,-0.24800601601600647,3835
401.0,80.2,-0.2769554555416107,3840
933.0,186.6,-0.2157062292098999,3845
666.0,133.2,-0.2362421602010727,3850
664.0,132.8,-0.2353663593530655,3855
459.0,91.8,-0.28326261043548584,3860
590.0,118.0,-0.2582065761089325,3865
770.0,154.0,-0.23853853344917297,3870
741.0,148.2,-0.24289435148239136,3875
801.0,160.2,-0.24660153687000275,3880
885.0,177.0,-0.2432679533958435,3885
995.0,199.0,-0.22121961414813995,3890
893.0,178.6,-0.22451677918434143,3895
1000.0,200.0,-0.21893183887004852,3900
866.0,173.2,-0.2338653802871704,3905
877.0,175.4,-0.23866155743598938,3910
866.0,173.2,-0.22646315395832062,3915
820.0,164.0,-0.23564893007278442,3920
906.0,181.2,-0.2351033091545105,3925
1000.0,200.0,-0.23822283744812012,3930
1000.0,200.0,-0.2256428599357605,3935
848.0,169.6,-0.22264470160007477,3940
1000.0,200.0,-0.2249828279018402,3945
850.0,170.0,-0.2305542677640915,3950
832.0,166.4,-0.23433412611484528,3955
877.0,175.4,-0.2427292764186859,3960
862.0,172.4,-0.22772324085235596,3965
933.0,186.6,-0.23778697848320007,3970
949.0,189.8,-0.21746407449245453,3975
889.0,177.8,-0.22645731270313263,3980
955.0,191.0,-0.2358730137348175,3985
937.0,187.4,-0.22857512533664703,3990
882.0,176.4,-0.2432265728712082,3995
892.0,178.4,-0.2350594699382782,4000
758.0,151.6,-0.23316599428653717,4005
922.0,184.4,-0.22859112918376923,4010
776.0,155.2,-0.23555603623390198,4015
744.0,148.8,-0.23500294983386993,4020
689.0,137.8,-0.25206661224365234,4025
723.0,144.6,-0.2562565505504608,4030
597.0,119.4,-0.2625977396965027,4035
833.0,166.6,-0.23476195335388184,4040
686.0,137.2,-0.25012633204460144,4045
693.0,138.6,-0.2593766748905182,4050
626.0,125.2,-0.25423967838287354,4055
699.0,139.8,-0.2497188150882721,4060
629.0,125.8,-0.23464636504650116,4065
545.0,109.0,-0.22980281710624695,4070
612.0,122.4,-0.2374291568994522,4075
483.0,96.6,-0.24381035566329956,4080
597.0,119.4,-0.24583974480628967,4085
866.0,173.2,-0.21999792754650116,4090
566.0,113.2,-0.236464262008667,4095
520.0,104.0,-0.23599712550640106,4100
710.0,142.0,-0.2367580533027649,4105
636.0,127.2,-0.24715624749660492,4110
651.0,130.2,-0.23304535448551178,4115
890.0,178.0,-0.24069303274154663,4120
627.0,125.4,-0.23890958726406097,4125
911.0,182.2,-0.23527511954307556,4130
987.0,197.4,-0.22301892936229706,4135
964.0,192.8,-0.2309679090976715,4140
906.0,181.2,-0.2259397804737091,4145
885.0,177.0,-0.23679006099700928,4150
1000.0,200.0,-0.21609149873256683,4155
971.0,194.2,-0.22595475614070892,4160
957.0,191.4,-0.24088460206985474,4165
745.0,149.0,-0.236735999584198,4170
830.0,166.0,-0.23554329574108124,4175
969.0,193.8,-0.24249093234539032,4180
940.0,188.0,-0.2346430867910385,4185
960.0,192.0,-0.2440900355577469,4190
921.0,184.2,-0.2521948516368866,4195
937.0,187.4,-0.23159390687942505,4200
895.0,179.0,-0.25293585658073425,4205
871.0,174.2,-0.2548487186431885,4210
985.0,197.0,-0.2381192296743393,4215
856.0,171.2,-0.2526217997074127,4220
886.0,177.2,-0.24826432764530182,4225
915.0,183.0,-0.2533659338951111,4230
955.0,191.0,-0.232761412858963,4235
1000.0,200.0,-0.2348642200231552,4240
1000.0,200.0,-0.23721769452095032,4245
905.0,181.0,-0.24588888883590698,4250
999.0,199.8,-0.23869076371192932,4255
928.0,185.6,-0.2406618446111679,4260
869.0,173.8,-0.26329174637794495,4265
916.0,183.2,-0.24832451343536377,4270
849.0,169.8,-0.26125943660736084,4275
884.0,176.8,-0.25208091735839844,4280
674.0,134.8,-0.27581986784935,4285
875.0,175.0,-0.2634401023387909,4290
817.0,163.4,-0.2539278566837311,4295
762.0,152.4,-0.26039013266563416,4300
818.0,163.6,-0.25604119896888733,4305
947.0,189.4,-0.24396267533302307,4310
704.0,140.8,-0.2625954747200012,4315
835.0,167.0,-0.2363101691007614,4320
904.0,180.8,-0.2511977255344391,4325
1000.0,200.0,-0.2310427725315094,4330
885.0,177.0,-0.24242180585861206,4335
852.0,170.4,-0.24381664395332336,4340
744.0,148.8,-0.2467358559370041,4345
1000.0,200.0,-0.22906582057476044,4350
905.0,181.0,-0.2419399917125702,4355
1000.0,200.0,-0.21317607164382935,4360
1000.0,200.0,-0.22479897737503052,4365
925.0,185.0,-0.23383106291294098,4370
999.0,199.8,-0.21604128181934357,4375
977.0,195.4,-0.22164760529994965,4380
957.0,191.4,-0.20744213461875916,4385
877.0,175.4,-0.23589551448822021,4390
1000.0,200.0,-0.21450161933898926,4395
984.0,196.8,-0.21658353507518768,4400
943.0,188.6,-0.2249835729598999,4405
964.0,192.8,-0.2135917693376541,4410
1000.0,200.0,-0.21524985134601593,4415
999.0,199.8,-0.20534180104732513,4420
957.0,191.4,-0.2311737984418869,4425
931.0,186.2,-0.23489539325237274,4430
952.0,190.4,-0.22387759387493134,4435
1000.0,200.0,-0.20473726093769073,4440
1000.0,200.0,-0.20156295597553253,4445
957.0,191.4,-0.21567095816135406,4450
1000.0,200.0,-0.21938931941986084,4455
1000.0,200.0,-0.20336979627609253,4460
1000.0,200.0,-0.20344780385494232,4465
999.0,199.8,-0.21003496646881104,4470
1000.0,200.0,-0.21750986576080322,4475
968.0,193.6,-0.22262828052043915,4480
1000.0,200.0,-0.21291951835155487,4485
1000.0,200.0,-0.21631832420825958,4490
1000.0,200.0,-0.21128293871879578,4495
951.0,190.2,-0.22381260991096497,4500
1000.0,200.0,-0.2149495780467987,4505
1000.0,200.0,-0.1978849470615387,4510
1000.0,200.0,-0.1983804553747177,4515
1000.0,200.0,-0.21148160099983215,4520
1000.0,200.0,-0.22023101150989532,4525
1000.0,200.0,-0.2018955647945404,4530
1000.0,200.0,-0.21775908768177032,4535
1000.0,200.0,-0.21060989797115326,4540
1000.0,200.0,-0.22002004086971283,4545
951.0,190.2,-0.22761140763759613,4550
1000.0,200.0,-0.20279309153556824,4555
992.0,198.4,-0.21495231986045837,4560
849.0,169.8,-0.24093472957611084,4565
1000.0,200.0,-0.21322326362133026,4570
978.0,195.6,-0.22428254783153534,4575
1000.0,200.0,-0.21417734026908875,4580
1000.0,200.0,-0.20100240409374237,4585
1000.0,200.0,-0.20599228143692017,4590
1000.0,200.0,-0.23221741616725922,4595
940.0,188.0,-0.22649583220481873,4600
974.0,194.8,-0.22526900470256805,4605
940.0,188.0,-0.23177145421504974,4610
1000.0,200.0,-0.2212996780872345,4615
1000.0,200.0,-0.22226651012897491,4620
1000.0,200.0,-0.20896723866462708,4625
1000.0,200.0,-0.23121048510074615,4630
1000.0,200.0,-0.222879558801651,4635
1000.0,200.0,-0.2117454558610916,4640
1000.0,200.0,-0.23424331843852997,4645
1000.0,200.0,-0.23412813246250153,4650
971.0,194.2,-0.2223711609840393,4655
1000.0,200.0,-0.22414419054985046,4660
1000.0,200.0,-0.2104741632938385,4665
1000.0,200.0,-0.23048822581768036,4670
1000.0,200.0,-0.2183581441640854,4675
1000.0,200.0,-0.23302426934242249,4680
1000.0,200.0,-0.22289453446865082,4685
1000.0,200.0,-0.21986311674118042,4690
996.0,199.2,-0.23436616361141205,4695
1000.0,200.0,-0.2223847359418869,4700
1000.0,200.0,-0.22365456819534302,4705
1000.0,200.0,-0.23042644560337067,4710
1000.0,200.0,-0.22056877613067627,4715
1000.0,200.0,-0.22903500497341156,4720
797.0,159.4,-0.2448205053806305,4725
984.0,196.8,-0.23969906568527222,4730
918.0,183.6,-0.24919341504573822,4735
1000.0,200.0,-0.24023643136024475,4740
979.0,195.8,-0.24294376373291016,4745
905.0,181.0,-0.2351226955652237,4750
993.0,198.6,-0.21702656149864197,4755
1000.0,200.0,-0.22933296859264374,4760
999.0,199.8,-0.23117783665657043,4765
1000.0,200.0,-0.21749353408813477,4770
981.0,196.2,-0.23020605742931366,4775
1000.0,200.0,-0.22406738996505737,4780
1000.0,200.0,-0.20574606955051422,4785
955.0,191.0,-0.23178116977214813,4790
1000.0,200.0,-0.20908139646053314,4795
1000.0,200.0,-0.2139613926410675,4800
1000.0,200.0,-0.22396966814994812,4805
1000.0,200.0,-0.210700124502182,4810
1000.0,200.0,-0.22813169658184052,4815
1000.0,200.0,-0.21640326082706451,4820
1000.0,200.0,-0.23403076827526093,4825
1000.0,200.0,-0.2196320742368698,4830
1000.0,200.0,-0.22289463877677917,4835
1000.0,200.0,-0.23845568299293518,4840
1000.0,200.0,-0.21450844407081604,4845
1000.0,200.0,-0.22363585233688354,4850
1000.0,200.0,-0.20612011849880219,4855
1000.0,200.0,-0.20918257534503937,4860
1000.0,200.0,-0.23008960485458374,4865
1000.0,200.0,-0.2219572514295578,4870
910.0,182.0,-0.2174006849527359,4875
1000.0,200.0,-0.21942415833473206,4880
1000.0,200.0,-0.2067996859550476,4885
1000.0,200.0,-0.21193228662014008,4890
1000.0,200.0,-0.2176903337240219,4895
1000.0,200.0,-0.20393991470336914,4900
1000.0,200.0,-0.21651402115821838,4905
966.0,193.2,-0.216569185256958,4910
1000.0,200.0,-0.22076433897018433,4915
979.0,195.8,-0.2166718691587448,4920
1000.0,200.0,-0.2253253012895584,4925
1000.0,200.0,-0.239028200507164,4930
1000.0,200.0,-0.2164914757013321,4935
1000.0,200.0,-0.20864802598953247,4940
1000.0,200.0,-0.2230301946401596,4945
980.0,196.0,-0.23694653809070587,4950
907.0,181.4,-0.23473422229290009,4955
973.0,194.6,-0.22844122350215912,4960
1000.0,200.0,-0.22364303469657898,4965
881.0,176.2,-0.23789668083190918,4970
1000.0,200.0,-0.21272939443588257,4975
974.0,194.8,-0.2289992868900299,4980
862.0,172.4,-0.23540543019771576,4985
914.0,182.8,-0.23260311782360077,4990
737.0,147.4,-0.2543960213661194,4995
